SL NO,BRANDS,PRODUCTS,TOP NOTE,MIDDLE NOTE,BASE NOTE,DESCRIPTION,OCCASION
650,SORA DORA,JANY,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Jany by Sora Dora, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
651,SOSPIRO,VIBRATO,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Vibrato by Sospiro, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
652,SOSPIRO,MUSE,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Muse by Sospiro, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
653,SOSPIRO,ERBA PURA,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Erba Pura by Sospiro, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
654,SPIRIT OF DUBAI,DUSRA -,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Dusra - by Spirit Of Dubai, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
655,SPIRIT OF DUBAI,MEYDAN -,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Meydan - by Spirit Of Dubai, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
656,SPIRIT OF DUBAI,AJBAR -,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Ajbar - by Spirit Of Dubai, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
657,STEPHANE HUMBERT LUCAS 777,MANGO KISS SOLEIL DE JEDDAH,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Mango Kiss Soleil De Jeddah by Stephane Humbert Lucas 777, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
658,STEPHANE HUMBERT LUCAS 777,PINK BOA,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Pink Boa by Stephane Humbert Lucas 777, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
659,SURRATI,MUKHALLAT FARIS,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Mukhallat Faris by Surrati, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
660,SWISS ARABIAN,SOUL OF BALI,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Soul Of Bali by Swiss Arabian, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
661,THAMEEM,CARVED OUD,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Carved Oud by Thameem, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
662,THOMAS KHOSALA,APRES L'AMOUR NO. 4,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Apres L'Amour No. 4 by Thomas Khosala, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
663,TIZIANA TERENZI,NERO OUDH,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Nero Oudh by Tiziana Terenzi, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
664,TOM FORD,ROSE EXPOSED,"Lychee, Bergamot","Rose, Peony","Musk, Patchouli, Vanilla","Discover Rose Exposed by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with lychee and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of musk and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
665,TOM FORD,BLACK ORCHID RESERVE,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Black Orchid Reserve by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
666,TOM FORD,BLACK ORCHID,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Black Orchid by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
667,TOM FORD,FKING FABULOUS,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Fking Fabulous by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
668,TOM FORD,GREY VETIVER,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Grey Vetiver by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
669,TOM FORD,ITALIAN CYPRESS,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Italian Cypress by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
670,TOM FORD,LOST CHERRY,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Lost Cherry by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
671,TOM FORD,NEROLI PORTOFINO,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Neroli Portofino by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
672,TOM FORD,ANTHRACITE,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Anthracite by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
673,TOM FORD,NOIR MEN,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Noir Men by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
674,TOM FORD,NOIR WOMEN,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Noir Women by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
675,TOM FORD,NOIR DE NOIR,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Noir De Noir by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
676,TOM FORD,ORCHID SOLEIL,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Orchid Soleil by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
677,TOM FORD,JASMINE ROUGE,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Jasmine Rouge by Tom Ford, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
